"ISBN","Book-Title","Book-Author","Year-Of-Publication","Publisher","Image-URL-L","category","Price","Description"
"440225701","The Street Lawyer","JOHN GRISHAM","1999","Dell","http://images.amazon.com/images/P/0440225701.01.LZZZZZZZ.jpg","fiction","8.57470459","b'The Street Lawyer is a legal thriller novel by John Grisham, published in 1998. The story follows a young lawyer, Michael Brock, who works for a prestigious Washington, D.C. law firm but becomes disillusioned with his life after a harrowing experience with a homeless man. He decides to quit his job and join a small legal clinic that helps the homeless, which leads him to uncover a conspiracy involving his former employer and a multinational corporation. As Brock struggles to help those in need and bring justice to the downtrodden, he must also confront his own past and the privileged life he once led. The novel explores themes of social justice, corporate greed, and personal redemption.'"
"60914068","Love, Medicine and Miracles","M.D. Bernie S. Siegel","1988","HarperCollins Publishers","http://images.amazon.com/images/P/0060914068.01.LZZZZZZZ.jpg","fiction","5.312065891","b'""Love, Medicine and Miracles"" is a book written by Bernie S. Siegel, MD. The book provides insights into how the mind and body interact in the healing process. It explores the importance of hope, love, and support in overcoming illness, and how a positive attitude can contribute to healing. The author shares stories of his patients and their journeys with illness and how they were able to heal through a combination of medical treatment and holistic practices. The book also discusses the concept of self-healing and how people can tap into their own healing power. Overall, the book is a powerful testament to the transformative power of the mind-body connection in the face of illness.'"
"156047624","All the King's Men","Robert Penn Warren","1982","Harvest Books","http://images.amazon.com/images/P/0156047624.01.LZZZZZZZ.jpg","science","7.717957061","b'""All the King\'s Men"" is a novel written by Robert Penn Warren, first published in 1946. The story is about the rise and fall of a political titan named Willie Stark, a character inspired by the real-life Louisiana politician Huey Long. The novel explores themes such as power, corruption, morality, and the American South in the 1930s. It is widely regarded as one of the greatest American novels of the 20th century and won the Pulitzer Prize for Fiction in 1947. The book has been adapted into several film and stage productions, and its legacy continues to influence modern literature and political discourse.'"
"245542957","Pacific Northwest","Hans Johannes Hoefer","1985","Chambers Harrap Publishers Ltd","http://images.amazon.com/images/P/0245542957.01.LZZZZZZZ.jpg","society","11.87457329","b''"
"380715899","A Soldier of the Great War","Mark Helprin","1992","Avon Books","http://images.amazon.com/images/P/0380715899.01.LZZZZZZZ.jpg","novel","17.25824984","b'A Soldier of the Great War is a historical novel by Mark Helprin, first published in 1991. The book follows the story of Alessandro Giuliani, an aging Italian professor who recounts his experiences as a soldier in World War I. The narrative jumps back and forth between his time on the Italian front and his present-day travels with a young man named Nicolo who becomes his traveling companion. As they journey through Italy, Alessandro shares his memories and experiences of the war, including his relationships with fellow soldiers, his love affair with a nurse, and his participation in a daring escape attempt. The novel explores themes of love, sacrifice, and the impact of war on the individual and society.'"
"553280333","Getting Well Again","O. Carol Simonton Md","1992","Bantam","http://images.amazon.com/images/P/0553280333.01.LZZZZZZZ.jpg","society","24.75105924","b""Getting Well Again: A Step-by-Step, Self-Help Guide to Overcoming Cancer for Patients and Their Families is a book written by Carl and Stephanie Simonton, along with James Creighton. The book offers a holistic approach to cancer treatment, focusing on the power of the mind and the body's natural ability to heal. It includes practical advice on nutrition, exercise, meditation, visualization, and other alternative therapies to complement conventional cancer treatment. The authors also share personal stories of cancer survivors who have successfully used these techniques to heal themselves. The book is a valuable resource for anyone dealing with cancer, providing hope and inspiration for those seeking to overcome the disease."""
"961769947","Northwest Wines and Wineries","Chuck Hill","1993","Speed Graphics","http://images.amazon.com/images/P/0961769947.01.LZZZZZZZ.jpg","novel","24.42206999","b'""Northwest Wines and Wineries"" is a comprehensive guidebook by author and wine expert Andy Perdue, covering over 500 wineries in Washington, Oregon, Idaho, British Columbia, and Montana. The book provides a detailed overview of the region\'s wine industry, including the history, geography, climate, and grape varietals of the Pacific Northwest. It features profiles of individual wineries, complete with tasting notes, vineyard information, and contact details. The guide also includes recommendations for local restaurants, lodging, and other attractions, making it an essential resource for wine lovers and travelers alike. With stunning photography and detailed maps, ""Northwest Wines and Wineries"" is a must-have for anyone interested in exploring the rich and diverse wine culture of the Pacific Northwest.'"
"964778319","An Atmosphere of Eternity: Stories of India","David Iglehart","2002","Sunflower Press","http://images.amazon.com/images/P/0964778319.01.LZZZZZZZ.jpg","health","7.489395483","b'""An Atmosphere of Eternity: Stories of India"" is a collection of short stories by R. K. Narayan, a famous Indian author known for his works depicting the culture and traditions of India. The stories are set in various regions of India and explore themes such as spirituality, the caste system, love, and family. Through his engaging narratives, Narayan provides a glimpse into the rich and diverse cultural heritage of India. Each story captures the essence of the characters and their surroundings with vivid descriptions that transport the reader to the setting. With his unique style of storytelling, Narayan brings to life the sights, sounds, and emotions of India, creating an atmosphere of timelessness and eternity.'"
"671623249","LONESOME DOVE","Larry McMurtry","1986","Pocket","http://images.amazon.com/images/P/0671623249.01.LZZZZZZZ.jpg","society","22.76144576","b'""Lonesome Dove"" is a Western novel by Larry McMurtry that tells the story of two former Texas Rangers, Gus McCrae and Woodrow Call, who embark on a dangerous cattle drive from the Rio Grande to Montana. The novel explores themes of friendship, love, loss, and the harsh realities of the American West in the late 19th century. With a large cast of memorable characters, including wranglers, gamblers, and Native Americans, ""Lonesome Dove"" is a sweeping epic that has become a beloved classic of American literature. The novel won the Pulitzer Prize for Fiction in 1986 and was adapted into a popular television miniseries in 1989.'"
"679810307","Shabanu: Daughter of the Wind (Border Trilogy)","SUZANNE FISHER STAPLES","1991","Laurel Leaf","http://images.amazon.com/images/P/0679810307.01.LZZZZZZZ.jpg","fiction","13.40386561","b'""Shabanu: Daughter of the Wind"" is the first novel in the Border Trilogy by Suzanne Fisher Staples. The story is set in the Cholistan Desert of Pakistan and follows the life of a young girl named Shabanu who is struggling to reconcile her traditional way of life with the changing times around her. Shabanu is forced into an arranged marriage with an older man, but her heart belongs to someone else. As she navigates the complexities of her family\'s expectations and the cultural traditions of her community, she also grapples with questions of love, freedom, and personal identity. The novel provides a vivid and insightful portrayal of life in a remote part of the world, and the challenges faced by those living in a rapidly changing society.'"
"679865691","Haveli (Laurel Leaf Books)","SUZANNE FISHER STAPLES","1995","Laurel Leaf","http://images.amazon.com/images/P/0679865691.01.LZZZZZZZ.jpg","novel","8.195173574","b""Haveli by Suzanne Fisher Staples is a captivating novel that tells the story of Chandi, a young woman living in Pakistan who is torn between her love for her childhood friend and her duties to her family. Chandi's family is steeped in tradition and their patriarchal culture has strict expectations for women. Chandi defies these expectations by learning to read and write, and falling in love with a man who is not her arranged husband. When Chandi's life is turned upside down by unexpected events, she is forced to make difficult choices and confront the harsh realities of the world she lives in. Haveli is a poignant and powerful tale of love, tradition, and the struggle for independence."""
"2070423204","Lieux dits","Michel Tournier","2002","Gallimard","http://images.amazon.com/images/P/2070423204.01.LZZZZZZZ.jpg","fiction","6.744577101","b'""Lieux dits"" is a collection of essays and reflections by Michel Tournier, a French writer known for his philosophical and mythological themes. The essays in this collection are focused on the idea of ""topophilia,"" or the love of place, exploring the relationship between people and the places they inhabit. Tournier examines the connection between the physical and cultural geography of a place and the experiences and identity of its inhabitants. He draws on his own experiences and travels to locations such as Polynesia, Brazil, and Egypt, as well as literary works, to explore the complex and often contradictory relationship between people and the places they call home. ""Lieux dits"" offers a thought-provoking and insightful exploration of the relationship between people and the places that shape their lives.'"
"345260317","The Dragons of Eden: Speculations on the Evolution of Human Intelligence","Carl Sagan","1978","Ballantine Books","http://images.amazon.com/images/P/0345260317.01.LZZZZZZZ.jpg","fiction","5.681090777","b'""The Dragons of Eden: Speculations on the Evolution of Human Intelligence"" is a book written by Carl Sagan that explores the evolution of human intelligence and the biological and cultural factors that may have contributed to it. Sagan argues that the development of intelligence is not just a product of natural selection, but also of cultural factors such as language and technology. He explores the implications of this view for our understanding of human nature, as well as for our relationship with the environment and other species. The book was widely praised for its engaging style and its ability to make complex scientific concepts accessible to a general audience.'"
"394743741","The yawning heights","Aleksandr Zinoviev","1980","Random House","http://images.amazon.com/images/P/0394743741.01.LZZZZZZZ.jpg","science","18.64974529","b'""The Yawning Heights"" is a satirical novel by Aleksandr Zinoviev. It was first published in 1976, and is a critique of Soviet society and communism. The novel takes place in a dystopian world where people are divided into two classes, the intellectually gifted and the physically strong. The story follows the life of a man named Oleg, who is part of the intellectual elite, as he struggles to come to terms with the harsh realities of the society he lives in. The novel is known for its dark humor, its commentary on Soviet society, and its portrayal of the absurdities of communist ideology.'"
"42511774X","Breathing Lessons","Anne Tyler","1994","Berkley Publishing Group","http://images.amazon.com/images/P/042511774X.01.LZZZZZZZ.jpg","novel","15.1426275","b'Breathing Lessons is a Pulitzer Prize-winning novel by Anne Tyler that follows the story of Maggie and Ira Moran, a married couple in their 60s who take a road trip to attend a funeral. The journey becomes a catalyst for the couple to reflect on their past, present, and future, and to confront unresolved issues in their relationship. The novel explores themes of love, marriage, family, and the inevitability of change. With humor and insight, Tyler offers a poignant and relatable portrayal of the complexities of human relationships and the struggle to maintain them over time.'"
"804106304","The Joy Luck Club","Amy Tan","1994","Prentice Hall (K-12)","http://images.amazon.com/images/P/0804106304.01.LZZZZZZZ.jpg","novel","17.26289409","b'""The Joy Luck Club"" is a novel by Amy Tan that explores the relationships between four Chinese-American women and their mothers, who immigrated to the United States from China. The story is told through a series of interconnected vignettes, each focusing on a different character\'s experiences and struggles with identity, culture, and family. Through the stories of these women, the novel explores themes of mother-daughter relationships, the immigrant experience, generational differences, and the search for identity. The novel was well-received for its insightful portrayal of Chinese-American culture and its universal themes of love, loss, and family.'"
"1853262404","Heart of Darkness (Wordsworth Collection)","Joseph Conrad","1998","NTC/Contemporary Publishing Company","http://images.amazon.com/images/P/1853262404.01.LZZZZZZZ.jpg","health","20.88394712","b'""Heart of Darkness"" is a novella by Joseph Conrad, first published in 1899. The story follows the journey of Charles Marlow up the Congo River in Africa in search of Kurtz, a mysterious ivory trader. Along the way, Marlow encounters the brutal realities of colonialism and the darkness within the human soul. The novella is known for its exploration of themes such as imperialism, racism, and human nature, and its distinctive use of symbolism and narrative technique. It has been widely studied and adapted in literature and popular culture, and is considered a classic of English literature.'"
"312970242","The Angel Is Near","Deepak Chopra","2000","St. Martin's Press","http://images.amazon.com/images/P/0312970242.01.LZZZZZZZ.jpg","health","18.48649046","b''"
"1853260053","Tess of the D'Urbervilles (Wordsworth Classics)","Thomas Hardy","1997","NTC/Contemporary Publishing Company","http://images.amazon.com/images/P/1853260053.01.LZZZZZZZ.jpg","science","24.61764308","b""Tess of the D'Urbervilles by Thomas Hardy is a classic novel that follows the life of a poor country girl named Tess. After learning that she is actually a distant relative of the wealthy D'Urbervilles, Tess is sent to work for their family in hopes of bettering her position in life. But her encounters with the handsome and manipulative Alec D'Urberville lead to her downfall, and she is forced to make difficult decisions that will affect her and those around her. With themes of social class, gender inequality, and sexual morality, Tess of the D'Urbervilles remains a timeless masterpiece of Victorian literature."""
"1414035004","The Adventures of Drew and Ellie: The Magical Dress","harles Noland","2003","1stBooks Library","http://images.amazon.com/images/P/1414035004.01.LZZZZZZZ.jpg","novel","18.20187007","b''"
"60938412","The Accidental Virgin","Valerie Frankel","2003","Avon Trade","http://images.amazon.com/images/P/0060938412.01.LZZZZZZZ.jpg","fiction","20.24171746","b'""The Accidental Virgin"" is a humorous novel by Valerie Frankel that tells the story of a 28-year-old woman named Kelly who, after a string of failed relationships, has decided to take a vow of celibacy. However, things get complicated when she meets a man named Mark who she falls for but doesn\'t want to sleep with, and her friends and family can\'t understand why. As she navigates the challenges of maintaining her vow and dealing with her feelings for Mark, Kelly learns about herself and the importance of staying true to her own beliefs and desires. The novel explores themes of love, relationships, and self-discovery with a lighthearted and relatable tone.'"
"140067477","The Tao of Pooh","Benjamin Hoff","1983","Penguin Books","http://images.amazon.com/images/P/0140067477.01.LZZZZZZZ.jpg","health","20.35958784","b'""The Tao of Pooh"" is a book by Benjamin Hoff that explores the concepts of Taoism through the characters of Winnie-the-Pooh and his friends in the Hundred Acre Wood. Through the stories and actions of Pooh, Piglet, Rabbit, Tigger, and Eeyore, Hoff explains the principles of Taoism and how they can be applied to daily life. The book emphasizes the importance of simplicity, naturalness, and living in harmony with the world around us. Hoff uses the character of Pooh as an example of someone who embodies these principles and shows readers how they too can find happiness and fulfillment by following the way of the Tao.'"
"345465083","Seabiscuit","LAURA HILLENBRAND","2003","Ballantine Books","http://images.amazon.com/images/P/0345465083.01.LZZZZZZZ.jpg","society","6.803967403","b""Seabiscuit is a non-fiction book written by Laura Hillenbrand, first published in 2001. It tells the true story of Seabiscuit, a racehorse that became a cultural icon in the United States during the Great Depression. The book chronicles Seabiscuit's unlikely rise to success, from his difficult early years to his championship races against other famous horses of his time. Along the way, Hillenbrand explores the lives of the people who played a role in Seabiscuit's career, including his owners, trainer, and jockey. The book was a bestseller and was later adapted into a feature film in 2003, starring Tobey Maguire and Jeff Bridges."""
"451625889","The Prince","Niccolo Machiavelli","1952","Signet Book","http://images.amazon.com/images/P/0451625889.01.LZZZZZZZ.jpg","society","15.41425136","b'""The Prince"" is a political treatise by Niccolo Machiavelli, first published in 1532. It explores the ways in which rulers can gain and maintain power, with a particular focus on the concept of ""virtue"" as it relates to leadership. Machiavelli\'s ideas are often controversial, as he advocates for the use of force and deception in order to achieve political goals. Despite its controversial nature, ""The Prince"" has had a lasting impact on political philosophy and is still widely read and studied today.'"
"1558531025","Life's Little Instruction Book (Life's Little Instruction Books (Paperback))","H. Jackson Brown","1991","Thomas Nelson","http://images.amazon.com/images/P/1558531025.01.LZZZZZZZ.jpg","fiction","17.64342815","b""Life's Little Instruction Book by H. Jackson Brown Jr. is a book that provides wisdom and advice for living a fulfilling and happy life. It contains over 500 brief suggestions on a wide range of topics, from relationships and communication to work and career success, to personal growth and well-being. Each page offers a new insight or reminder about how to make the most of life's opportunities and challenges. The book has been widely popular since its publication in 1991 and has been translated into numerous languages. It is a great gift for anyone seeking inspiration and guidance on how to live a meaningful life."""
"441783589","Starship Troopers","Robert A. Heinlein","1987","Ace Books","http://images.amazon.com/images/P/0441783589.01.LZZZZZZZ.jpg","society","15.00228581","b'""Starship Troopers"" is a science fiction novel written by Robert A. Heinlein. The story is set in the future, where humanity has colonized other planets and faces a war against an insectoid species known as the ""Bugs."" The protagonist, Juan ""Johnny"" Rico, joins the military to fight against the Bugs and becomes a mobile infantryman. The novel explores themes of war, citizenship, and social responsibility, as well as Heinlein\'s ideas on government and the military. ""Starship Troopers"" is considered a classic of the science fiction genre and has been adapted into a successful film and video game franchise.'"
"394895894","The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)","PHILIP PULLMAN","1988","Laurel Leaf","http://images.amazon.com/images/P/0394895894.01.LZZZZZZZ.jpg","novel","24.30689985","b'""The Ruby in the Smoke"" is the first book in the Sally Lockhart Trilogy written by Philip Pullman. The story is set in Victorian London and follows sixteen-year-old Sally Lockhart as she tries to unravel the mystery of her father\'s death. Along the way, Sally becomes embroiled in a dangerous world of opium smuggling, murder, and betrayal, and must rely on her intelligence and resourcefulness to survive. With twists and turns at every corner, ""The Ruby in the Smoke"" is a thrilling and engaging read that will keep readers on the edge of their seats.'"
"1569871213","Black Beauty (Illustrated Classics)","Anna Sewell","1995","Landoll","http://images.amazon.com/images/P/1569871213.01.LZZZZZZZ.jpg","novel","18.92719093","b'""Black Beauty"" is a classic novel by Anna Sewell, published in 1877. It is an autobiographical tale narrated by a horse named Black Beauty, who tells the story of his life and experiences, from his early days as a colt in the English countryside to his time as a carriage horse in Victorian London. The book is a powerful critique of animal cruelty and advocates for the humane treatment of horses. Over the years, ""Black Beauty"" has become a beloved children\'s classic and has been adapted into numerous films and television shows. The illustrated edition provides stunning visuals that enhance the reading experience.'"
"375410538","Anil's Ghost","MICHAEL ONDAATJE","2000","Knopf","http://images.amazon.com/images/P/0375410538.01.LZZZZZZZ.jpg","fiction","24.26008708","b""Anil's Ghost is a novel by Michael Ondaatje that follows a Sri Lankan-born forensic anthropologist named Anil Tissera as she returns to her home country to investigate human rights abuses during the country's civil war. As Anil delves deeper into the case, she uncovers secrets that threaten her own safety and the safety of those she cares about. Along the way, she partners with a local archaeologist and encounters a cast of complex characters struggling with the aftermath of the war. The novel explores themes of trauma, identity, and memory, and paints a vivid portrait of a country struggling to heal in the wake of violence."""
"966986105","Prescription for Terror","Sandra Levy Ceren","1999","Andrew Scott Publishers","http://images.amazon.com/images/P/0966986105.01.LZZZZZZZ.jpg","fiction","5.62332729","b'Prescription for Terror is a medical thriller written by Sandra Levy Ceren. The story follows Dr. Kelly Murphy, a young doctor who discovers that patients at her hospital are dying unexpectedly from an unknown cause. As she investigates, Kelly finds herself embroiled in a dangerous conspiracy involving powerful pharmaceutical companies and corrupt doctors. With her life in danger, Kelly must race against time to uncover the truth and stop those responsible before more innocent lives are lost. Full of suspense and intrigue, Prescription for Terror is a gripping read for fans of medical thrillers.'"
"87113375X","Modern Manners: An Etiquette Book for Rude People","P.J. O'Rourke","1990","Atlantic Monthly Press","http://images.amazon.com/images/P/087113375X.01.LZZZZZZZ.jpg","fiction","7.60412538","b'""Modern Manners: An Etiquette Book for Rude People"" is a humorous guidebook written by comedian and actor P.J. O\'Rourke. The book provides witty and sarcastic advice on how to navigate the often-complicated world of social interaction, particularly in situations where people are being less than polite. O\'Rourke covers a wide range of topics, from dining etiquette and office politics to dating and weddings, all while poking fun at societal norms and our own foibles. Despite its tongue-in-cheek approach, ""Modern Manners"" is also a genuinely helpful resource for those seeking to improve their social graces and avoid social gaffes.'"
"340767936","Turning Thirty","Mike Gayle","2000","Hodder &amp; Stoughton General Division","http://images.amazon.com/images/P/0340767936.01.LZZZZZZZ.jpg","society","17.33450571","b""Turning Thirty is a novel by Mike Gayle that explores the life of Matt Beckford, a man on the verge of turning 30 and feeling like he hasn't accomplished anything significant in his life. He is unhappy with his job, his love life is in shambles, and he is struggling with the realization that he is getting older. As he tries to come to terms with this milestone birthday, he takes stock of his life, reflects on his past, and begins to make changes to improve his future. The book is a humorous and poignant exploration of the anxieties and expectations that come with entering a new decade of life."""
"743403843","Decipher","Stel Pavlou","2002","Simon &amp; Schuster (Trade Division)","http://images.amazon.com/images/P/0743403843.01.LZZZZZZZ.jpg","health","11.60709807","b""Decipher is a techno-thriller novel by Stel Pavlou, which explores the possibility of an ancient and highly advanced civilization that predates known history. The story follows a team of scientists and researchers as they race against time to decipher the secrets of this lost civilization before an impending global catastrophe. With high stakes and non-stop action, Decipher keeps readers on the edge of their seats as they follow the team's dangerous journey through ancient ruins, hidden tunnels, and treacherous traps. As they uncover clues and solve puzzles, they begin to realize that the fate of the world rests in their hands, and that their success or failure will determine the course of human history."""
"60930365","My First Cousin Once Removed: Money, Madness, and the Family of Robert Lowell","Sarah Payne Stuart","1999","Perennial","http://images.amazon.com/images/P/0060930365.01.LZZZZZZZ.jpg","science","17.3677592","b'""My First Cousin Once Removed: Money, Madness, and the Family of Robert Lowell"" is a memoir written by Sarah Payne Stuart about her relationship with her cousin, the poet Robert Lowell, and the struggles of their family with mental illness, addiction, and wealth. Through her vivid and candid writing, Stuart reflects on the complex dynamics of a family struggling to come to terms with its own past and its members\' individual demons. With a mixture of humor and sadness, she provides a personal account of the impact of mental illness on family relationships and the way it shapes one\'s identity. This book is a powerful exploration of the effects of mental illness on families, as well as a testament to the resilience of the human spirit.'"
"60177586","Standing Firm: A Vice-Presidential Memoir","Dan Quayle","1994","Harpercollins","http://images.amazon.com/images/P/0060177586.01.LZZZZZZZ.jpg","science","12.98237842","b'""Standing Firm: A Vice-Presidential Memoir"" is a book written by Dan Quayle, the 44th Vice President of the United States from 1989 to 1993. The memoir details Quayle\'s experiences as Vice President under President George H. W. Bush and his personal reflections on his political career. The book covers Quayle\'s perspective on the Gulf War, his relationships with President Bush and other world leaders, and his role in domestic policy. Quayle also shares insights into his personal life and family, including his wife Marilyn and their children. Overall, ""Standing Firm"" provides a unique perspective on the inner workings of the White House during a pivotal time in American history.'"
"71416331","Team Bush : Leadership Lessons from the Bush White House","Donald F. Kettl","2003","McGraw-Hill","http://images.amazon.com/images/P/0071416331.01.LZZZZZZZ.jpg","health","18.20265802","b'""Team Bush: Leadership Lessons from the Bush White House"" is a book by Donald F. Kettl that provides an inside look at the inner workings of the administration of former US President George W. Bush. Through interviews with key members of the Bush White House, Kettl reveals the leadership strategies and decision-making processes that drove the administration. He also analyzes the successes and failures of the Bush presidency, offering insights into the challenges of leadership in a complex and rapidly changing world. This book provides a valuable resource for anyone interested in politics, leadership, and the workings of the US government at the highest levels.'"
"375509038","The Right Man : The Surprise Presidency of George W. Bush","DAVID FRUM","2003","Random House","http://images.amazon.com/images/P/0375509038.01.LZZZZZZZ.jpg","fiction","20.24427511","b'""The Right Man: The Surprise Presidency of George W. Bush"" is a book by David Frum that provides an insider\'s perspective on the early years of George W. Bush\'s presidency. Frum, who worked as a speechwriter and policy advisor in the White House, describes the challenges and successes of the Bush administration, including the response to the 9/11 attacks and the war in Iraq. He also provides personal anecdotes about the President and his inner circle, giving readers a glimpse into the personalities and decision-making processes of those who shaped US policy during a critical time in history.'"
"553062042","Daybreakers","Louis Lamour","1981","Bantam Doubleday Dell","http://images.amazon.com/images/P/0553062042.01.LZZZZZZZ.jpg","society","10.27061487","b'Daybreakers Louis L\'Amour Collection is a compilation of short stories by the renowned Western author Louis L\'Amour. The stories are set in the Wild West and feature themes of courage, honor, and justice. The collection includes the stories ""Trap of Gold,"" ""A Man Called Trent,"" and ""The Gift of Cochise,"" among others. With his vivid descriptions of the rugged terrain, colorful characters, and thrilling action, L\'Amour captures the spirit of the American West and the challenges that pioneers faced as they made their way through untamed territory. Daybreakers is a must-read for fans of Western fiction and anyone who loves a good adventure story.'"
"316769487","The Catcher in the Rye","J.D. Salinger","1991","Little, Brown","http://images.amazon.com/images/P/0316769487.01.LZZZZZZZ.jpg","novel","14.16772464","b'""The Catcher in the Rye"" is a novel written by J.D. Salinger and first published in 1951. It follows the story of Holden Caulfield, a teenage boy who has been expelled from his prep school and is struggling with adolescence, alienation, and the phoniness of the adult world. The novel is often considered a classic of 20th-century American literature and has been frequently challenged and banned for its depiction of teenage rebellion, profanity, and sexuality. It has also been praised for its authentic portrayal of adolescence and its themes of alienation, innocence, and identity.'"
"8445071408","El Senor De Los Anillos: LA Comunidad Del Anillo (Lord of the Rings (Spanish))","J. R. R. Tolkien","2001","Minotauro","http://images.amazon.com/images/P/8445071408.01.LZZZZZZZ.jpg","science","8.348162282","b'""El Senor De Los Anillos: LA Comunidad Del Anillo"" is the Spanish version of the first book in J.R.R. Tolkien\'s classic trilogy, ""The Lord of the Rings."" The story follows the hobbit Frodo Baggins as he sets out on a quest to destroy the powerful ring of Sauron and save Middle-earth from darkness. Along the way, he is joined by a diverse group of characters, including fellow hobbits, elves, dwarves, and humans. This epic tale of adventure, friendship, and the fight against evil has captivated readers of all ages for generations and has become a beloved classic of fantasy literature.'"
"8445071769","El Senor De Los Anillos: Las DOS Torres (Lord of the Rings (Paperback))","J. R. R. Tolkien","2001","Minotauro","http://images.amazon.com/images/P/8445071769.01.LZZZZZZZ.jpg","science","24.23149635","b'The second volume in J.R.R. Tolkien\'s epic masterpiece, The Lord of the Rings, ""The Two Towers"" continues the story of the hobbit Frodo Baggins as he journeys with his companions through the treacherous lands of Middle-earth towards Mordor. Meanwhile, Aragorn, Legolas, and Gimli continue their pursuit of the Uruk-hai army that kidnapped the hobbits Merry and Pippin. Along the way, they encounter new allies and enemies, as well as the mysterious Gollum, whose obsession with the Ring threatens to derail their quest. With its richly detailed world-building, complex characters, and thrilling action sequences, ""The Two Towers"" is a classic of fantasy literature and a must-read for fans of the genre.'"
"8445071777","El Senor De Los Anillos: El Retorno Del Rey (Tolkien, J. R. R. Lord of the Rings. 3.)","J. R. R. Tolkien","2001","Distribooks","http://images.amazon.com/images/P/8445071777.01.LZZZZZZZ.jpg","novel","23.5860205","b'El Senor De Los Anillos: El Retorno Del Rey is the Spanish version of J. R. R. Tolkien\'s epic fantasy novel ""The Lord of the Rings: The Return of the King"". This is the third and final volume of the series, following the journey of hobbit Frodo Baggins and his companions as they make their way to Mount Doom to destroy the One Ring and defeat the evil Sauron. In this installment, the fate of Middle-earth hangs in the balance as the forces of good and evil clash in a final battle. The book is filled with thrilling action, complex characters, and a richly imagined world that has captivated readers for generations.'"
"679429220","Midnight in the Garden of Good and Evil: A Savannah Story","John Berendt","1994","Random House","http://images.amazon.com/images/P/0679429220.01.LZZZZZZZ.jpg","novel","7.362493696","b'""Midnight in the Garden of Good and Evil: A Savannah Story"" is a non-fiction novel by John Berendt that explores the eccentric and mysterious characters of Savannah, Georgia. The book focuses on the murder of Danny Hansford, which took place in 1981, and the subsequent trial of his accused killer, Jim Williams. Through vivid descriptions of the city and its inhabitants, the book delves into themes of Southern Gothic, human behavior, and the clash of cultures. It spent over four years on the New York Times Best Seller list and was later adapted into a feature film directed by Clint Eastwood.'"
"671867156","Pretend You Don't See Her","Mary Higgins Clark","1998","Pocket","http://images.amazon.com/images/P/0671867156.01.LZZZZZZZ.jpg","health","21.60898278","b""Pretend You Don't See Her is a suspense novel written by Mary Higgins Clark. The story follows Lacey Farrell, a real estate agent who becomes a witness to a murder and is placed in the witness protection program. She is sent to New Mexico, where she assumes a new identity and tries to start a new life. However, she soon discovers that danger is never far away and that her past may come back to haunt her. As she struggles to uncover the truth behind the murder and protect herself and those she cares about, Lacey must navigate a web of lies, deceit, and betrayal."""
"312252617","Fast Women","Jennifer Crusie","2001","St. Martin's Press","http://images.amazon.com/images/P/0312252617.01.LZZZZZZZ.jpg","society","15.07063427","b'""Fast Women"" by Jennifer Crusie is a romantic comedy novel that follows the life of Nell Dysart, a woman who is trying to start over after her divorce. Nell is hired by Gabe McKenna to work for his private investigation agency, and together they uncover a web of corruption and deceit involving Gabe\'s ex-wife and several other women in their small Ohio town. As they work together to solve the case, Nell and Gabe\'s attraction to each other grows, but they must confront their own emotional baggage and trust issues before they can truly be together. ""Fast Women"" is a humorous and lighthearted read that explores themes of love, trust, and the power of female friendship.'"
"312261594","Female Intelligence","Jane Heller","2001","St. Martin's Press","http://images.amazon.com/images/P/0312261594.01.LZZZZZZZ.jpg","science","7.239323659","b'""Female Intelligence"" by Jane Heller is a humorous and witty novel about a woman named Lynn Wyman who is struggling to balance her successful career as a TV executive with her personal life. After her husband leaves her for a younger woman, Lynn joins a support group for divorced women and becomes friends with a group of women who are all struggling with their own personal issues. As Lynn navigates the challenges of dating and single motherhood, she begins to discover her own inner strength and resilience. The novel is a lighthearted and enjoyable read that explores themes of friendship, self-discovery, and the challenges of modern relationships.'"
"316748641","Pasquale's Nose: Idle Days in an Italian Town","Michael Rips","2002","Back Bay Books","http://images.amazon.com/images/P/0316748641.01.LZZZZZZZ.jpg","novel","19.27882702","b""Pasquale's Nose: Idle Days in an Italian Town is a memoir by Michael Rips that recounts his experiences living in a small Italian town, where he learns about the customs, traditions, and quirks of the local people. Rips provides vivid descriptions of the scenery, food, and wine, as well as the colorful characters he encounters during his stay. With wit and humor, he weaves together his observations and musings on life in Italy, from the joys of a simple life to the frustrations of bureaucracy. This memoir is a charming and entertaining read for anyone interested in Italian culture and the art of living well."""
"316973742","The Gospel of Judas: A Novel","Simon Mawer","2002","Back Bay Books","http://images.amazon.com/images/P/0316973742.01.LZZZZZZZ.jpg","novel","23.85893166","b'""The Gospel of Judas"" by Simon Mawer is a fictional account of the discovery of a lost gospel by a scholar named Malise Gabriel. The gospel, which is believed to have been written by Judas Iscariot, sheds new light on the life and death of Jesus and threatens to upend centuries of Christian doctrine. As Gabriel works to authenticate the gospel, he becomes entangled in a web of intrigue involving powerful religious institutions and dangerous individuals who will stop at nothing to keep the gospel from being revealed. Along the way, Gabriel confronts his own demons and struggles to reconcile his faith with the truth of what he has discovered.'"
